locus_tag	ftype	length_bp	gene	EC_number	COG	product
EFNKBEDD_04782	CDS	1116				hypothetical protein
EFNKBEDD_04783	CDS	1116				hypothetical protein
EFNKBEDD_04784	CDS	2679	dhbF		COG1020	Dimodular nonribosomal peptide synthase
EFNKBEDD_04785	CDS	822				hypothetical protein
EFNKBEDD_04786	CDS	1488	patA_3	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
EFNKBEDD_04787	CDS	1110				hypothetical protein
EFNKBEDD_04788	CDS	162				hypothetical protein
EFNKBEDD_04789	CDS	1029				hypothetical protein
EFNKBEDD_04790	CDS	1014				hypothetical protein
EFNKBEDD_04791	CDS	915				hypothetical protein
EFNKBEDD_04792	CDS	951	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
EFNKBEDD_04793	CDS	597	cbiT	2.1.1.196	COG2242	Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
EFNKBEDD_04794	CDS	1485	speA_2	4.1.1.19	COG1982	Arginine decarboxylase
EFNKBEDD_04795	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
EFNKBEDD_04796	CDS	417				hypothetical protein
EFNKBEDD_04797	CDS	432	sufE		COG2166	Cysteine desulfuration protein SufE
EFNKBEDD_04798	CDS	600	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
EFNKBEDD_04799	CDS	4896	ycf3_17			Photosystem I assembly protein Ycf3
EFNKBEDD_04800	CDS	576				hypothetical protein
EFNKBEDD_04801	CDS	732	PGdx	1.11.1.15	COG0678	Hybrid peroxiredoxin hyPrx5
EFNKBEDD_04802	CDS	1554	aspS_1	6.1.1.12		Aspartate--tRNA ligase
EFNKBEDD_04803	CDS	282	aspS_2	6.1.1.12		Aspartate--tRNA ligase
EFNKBEDD_04804	CDS	732				hypothetical protein
EFNKBEDD_04805	CDS	2724	ycf3_18			Photosystem I assembly protein Ycf3
EFNKBEDD_04806	CDS	1467				hypothetical protein
EFNKBEDD_04807	CDS	4026	cobN_2	6.6.1.2		Aerobic cobaltochelatase subunit CobN
EFNKBEDD_04808	CDS	2265	rcsC_82	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_04809	CDS	705	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
EFNKBEDD_04810	CDS	570	yceD_2		COG2310	General stress protein 16U
EFNKBEDD_04811	CDS	3267	rcsC_83	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_04812	CDS	417				hypothetical protein
EFNKBEDD_04813	CDS	636				hypothetical protein
EFNKBEDD_04814	CDS	813				hypothetical protein
EFNKBEDD_04815	CDS	1194				hypothetical protein
EFNKBEDD_04816	CDS	627				hypothetical protein
EFNKBEDD_04817	CDS	645				hypothetical protein
EFNKBEDD_04818	CDS	2760				hypothetical protein
EFNKBEDD_04819	CDS	1230				hypothetical protein
EFNKBEDD_04820	CDS	1794	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EFNKBEDD_04821	CDS	639	ybiX	1.14.11.-		PKHD-type hydroxylase YbiX
EFNKBEDD_04822	CDS	1815	asnO_2	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
EFNKBEDD_04823	CDS	165				hypothetical protein
EFNKBEDD_04824	CDS	1041				hypothetical protein
EFNKBEDD_04825	CDS	345				hypothetical protein
EFNKBEDD_04826	CDS	198				hypothetical protein
EFNKBEDD_04827	CDS	183				hypothetical protein
EFNKBEDD_04828	CDS	1071				hypothetical protein
EFNKBEDD_04829	CDS	774				hypothetical protein
EFNKBEDD_04830	CDS	1236	bioI	1.14.14.46	COG2124	Biotin biosynthesis cytochrome P450
EFNKBEDD_04831	CDS	216				hypothetical protein
EFNKBEDD_04832	CDS	1194	soxA_2	1.5.3.1		Monomeric sarcosine oxidase
EFNKBEDD_04833	CDS	1458	cobB	6.3.5.9	COG1797	Hydrogenobyrinate a,c-diamide synthase
EFNKBEDD_04834	CDS	1218				hypothetical protein
EFNKBEDD_04835	CDS	627				hypothetical protein
EFNKBEDD_04836	CDS	2196				hypothetical protein
EFNKBEDD_04837	CDS	474				hypothetical protein
EFNKBEDD_04838	CDS	777				hypothetical protein
EFNKBEDD_04839	CDS	1029	gmd_3	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
EFNKBEDD_04840	CDS	951	fcl_3	1.1.1.271	COG0451	GDP-L-fucose synthase
EFNKBEDD_04841	CDS	426				hypothetical protein
EFNKBEDD_04842	CDS	117				hypothetical protein
EFNKBEDD_04843	CDS	759		3.8.1.3	COG0596	Fluoroacetate dehalogenase
EFNKBEDD_04844	CDS	678	rcsC_84	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_04845	CDS	831	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
EFNKBEDD_04846	CDS	1791	typA		COG1217	GTP-binding protein TypA/BipA 
EFNKBEDD_04847	CDS	576				hypothetical protein
EFNKBEDD_04848	CDS	777				hypothetical protein
EFNKBEDD_04849	CDS	429				hypothetical protein
EFNKBEDD_04850	CDS	285				hypothetical protein
EFNKBEDD_04851	CDS	612				hypothetical protein
EFNKBEDD_04852	CDS	927				hypothetical protein
EFNKBEDD_04853	CDS	303				hypothetical protein
EFNKBEDD_04854	CDS	1005				hypothetical protein
EFNKBEDD_04855	CDS	534				hypothetical protein
EFNKBEDD_04856	CDS	861	dhaA_2	3.8.1.5		Haloalkane dehalogenase
EFNKBEDD_04857	CDS	777	purA_1	6.3.4.4	COG0104	Adenylosuccinate synthetase
EFNKBEDD_04858	CDS	603	purA_2	6.3.4.4	COG0104	Adenylosuccinate synthetase
EFNKBEDD_04859	CDS	594	rplY			50S ribosomal protein L25
EFNKBEDD_04860	CDS	999	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
EFNKBEDD_04861	CDS	969				hypothetical protein
EFNKBEDD_04862	CDS	1377	dnaA		COG0593	Chromosomal replication initiator protein DnaA
EFNKBEDD_04863	CDS	528				hypothetical protein
EFNKBEDD_04864	CDS	357	rplT		COG0292	50S ribosomal protein L20
EFNKBEDD_04865	CDS	198	rpmI		COG0291	50S ribosomal protein L35
EFNKBEDD_04866	rRNA	2887				23S ribosomal RNA
EFNKBEDD_04867	tRNA	76				tRNA-Ile(gat)
EFNKBEDD_04868	rRNA	1483				16S ribosomal RNA
EFNKBEDD_04869	CDS	879				hypothetical protein
EFNKBEDD_04870	CDS	2076				hypothetical protein
EFNKBEDD_04871	CDS	732				hypothetical protein
EFNKBEDD_04872	CDS	1134	hypE	4.2.1.-		Carbamoyl dehydratase HypE
EFNKBEDD_04873	CDS	369				hypothetical protein
EFNKBEDD_04874	CDS	432				hypothetical protein
EFNKBEDD_04875	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_04876	CDS	1257				hypothetical protein
EFNKBEDD_04877	CDS	462		2.7.7.70	COG2870	D-beta-D-heptose 1-phosphate adenylyltransferase
EFNKBEDD_04878	CDS	363				hypothetical protein
EFNKBEDD_04879	CDS	333				hypothetical protein
EFNKBEDD_04880	CDS	279				hypothetical protein
EFNKBEDD_04881	CDS	450				hypothetical protein
EFNKBEDD_04882	CDS	1224	scmP_2	3.5.1.-	COG1473	N-acetylcysteine deacetylase
EFNKBEDD_04883	CDS	498				hypothetical protein
EFNKBEDD_04884	CDS	645	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
EFNKBEDD_04885	CDS	1116	hemL_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
EFNKBEDD_04886	CDS	237	hemL_2	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
EFNKBEDD_04887	CDS	1800	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
EFNKBEDD_04888	CDS	729				hypothetical protein
EFNKBEDD_04889	CDS	1758	pyk_2	2.7.1.40		Pyruvate kinase
EFNKBEDD_04890	CDS	897				hypothetical protein
EFNKBEDD_04891	CDS	1140	yegI	2.7.-.-	COG4248	Protein kinase YegI
EFNKBEDD_04892	CDS	870	pphC_2	3.1.3.16		Serine/threonine-protein phosphatase 3
EFNKBEDD_04893	CDS	660				hypothetical protein
EFNKBEDD_04894	CDS	471				hypothetical protein
EFNKBEDD_04895	CDS	1071				hypothetical protein
EFNKBEDD_04896	CDS	615				hypothetical protein
EFNKBEDD_04897	CDS	288				hypothetical protein
EFNKBEDD_04898	CDS	150				hypothetical protein
EFNKBEDD_04899	CDS	405				hypothetical protein
EFNKBEDD_04900	CDS	507	novN_1	2.1.3.12		Decarbamoylnovobiocin carbamoyltransferase
EFNKBEDD_04901	CDS	1422	novN_2	2.1.3.12		Decarbamoylnovobiocin carbamoyltransferase
EFNKBEDD_04902	CDS	1143				hypothetical protein
EFNKBEDD_04903	CDS	1236				hypothetical protein
EFNKBEDD_04904	CDS	1086	sasA_31	2.7.-.-		Adaptive-response sensory-kinase SasA
EFNKBEDD_04905	CDS	1233	trpB_2	4.2.1.20	COG0133	Tryptophan synthase beta chain
EFNKBEDD_04906	CDS	165				hypothetical protein
EFNKBEDD_04907	CDS	99				hypothetical protein
EFNKBEDD_04908	CDS	99				hypothetical protein
EFNKBEDD_04909	CDS	93				hypothetical protein
EFNKBEDD_04910	CDS	2691	helY	3.6.4.-	COG4581	putative helicase HelY
EFNKBEDD_04911	CDS	795				hypothetical protein
EFNKBEDD_04912	CDS	639				hypothetical protein
EFNKBEDD_04913	CDS	417				hypothetical protein
EFNKBEDD_04914	CDS	381				hypothetical protein
EFNKBEDD_04915	CDS	699	COQ3_8	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
EFNKBEDD_04916	CDS	1203				hypothetical protein
EFNKBEDD_04917	CDS	837				hypothetical protein
EFNKBEDD_04918	CDS	1938	ycf3_19			Photosystem I assembly protein Ycf3
EFNKBEDD_04919	CDS	1356				hypothetical protein
EFNKBEDD_04920	CDS	342	cbbS	4.1.1.39	COG4451	Ribulose bisphosphate carboxylase small chain
EFNKBEDD_04921	CDS	387				hypothetical protein
EFNKBEDD_04922	CDS	1431	cbbL	4.1.1.39	COG1850	Ribulose bisphosphate carboxylase large chain
EFNKBEDD_04923	CDS	1098	gcvT_2	2.1.2.10	COG0404	Aminomethyltransferase
EFNKBEDD_04924	CDS	189				hypothetical protein
EFNKBEDD_04925	CDS	969				hypothetical protein
EFNKBEDD_04926	CDS	624				hypothetical protein
EFNKBEDD_04927	CDS	249				hypothetical protein
EFNKBEDD_04928	CDS	954				hypothetical protein
EFNKBEDD_04929	CDS	1248				hypothetical protein
EFNKBEDD_04930	CDS	741	petB		COG1290	Cytochrome b6
EFNKBEDD_04931	CDS	483	petD			Cytochrome b6-f complex subunit 4
EFNKBEDD_04932	CDS	198				hypothetical protein
EFNKBEDD_04933	CDS	378				hypothetical protein
EFNKBEDD_04934	CDS	999				hypothetical protein
EFNKBEDD_04935	CDS	1932	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
EFNKBEDD_04936	CDS	228				hypothetical protein
EFNKBEDD_04937	CDS	537				hypothetical protein
EFNKBEDD_04938	CDS	114				hypothetical protein
EFNKBEDD_04939	CDS	1356	ktrB		COG0168	Ktr system potassium uptake protein B
EFNKBEDD_04940	CDS	699	ktrA		COG0569	Ktr system potassium uptake protein A
EFNKBEDD_04941	CDS	1161	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
EFNKBEDD_04942	CDS	453				hypothetical protein
EFNKBEDD_04943	CDS	1635	spkA	2.7.11.1		Serine/threonine-protein kinase A
EFNKBEDD_04944	CDS	879				hypothetical protein
EFNKBEDD_04945	CDS	180				hypothetical protein
EFNKBEDD_04946	CDS	753	stp	3.1.3.16	COG0631	Serine/threonine phosphatase stp
EFNKBEDD_04947	CDS	1752	ubiB_6	2.7.-.-		protein kinase UbiB
EFNKBEDD_04948	CDS	327				hypothetical protein
EFNKBEDD_04949	CDS	1314				hypothetical protein
EFNKBEDD_04950	CDS	876	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
EFNKBEDD_04951	CDS	1044				hypothetical protein
EFNKBEDD_04952	CDS	447				hypothetical protein
EFNKBEDD_04953	CDS	399				hypothetical protein
EFNKBEDD_04954	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_04955	CDS	1869				hypothetical protein
EFNKBEDD_04956	CDS	1065	rsgA_2	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
EFNKBEDD_04957	CDS	930				hypothetical protein
EFNKBEDD_04958	CDS	273				hypothetical protein
EFNKBEDD_04959	CDS	861	rnhA	3.1.26.4		Ribonuclease H
EFNKBEDD_04960	CDS	279				hypothetical protein
EFNKBEDD_04961	CDS	1023	moaA_4			GTP 3',8-cyclase
EFNKBEDD_04962	CDS	960	egtB_4	1.14.99.50		Hercynine oxygenase
EFNKBEDD_04963	CDS	366				hypothetical protein
EFNKBEDD_04964	CDS	828				hypothetical protein
EFNKBEDD_04965	CDS	291				hypothetical protein
EFNKBEDD_04966	CDS	1029	dppB_3		COG0601	Dipeptide transport system permease protein DppB
EFNKBEDD_04967	CDS	546	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
EFNKBEDD_04968	CDS	606				hypothetical protein
EFNKBEDD_04969	CDS	1476				hypothetical protein
EFNKBEDD_04970	CDS	1146				IS200/IS605 family transposase ISNsp3
EFNKBEDD_04971	tRNA	73				tRNA-Glu(ttc)
EFNKBEDD_04972	CDS	363	petJ		COG2010	Cytochrome c6
EFNKBEDD_04973	CDS	1818	rnjA	3.1.-.-	COG0595	Ribonuclease J1
EFNKBEDD_04974	CDS	450	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
EFNKBEDD_04975	CDS	492	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
EFNKBEDD_04976	CDS	1044	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
EFNKBEDD_04977	CDS	1473	tig	5.2.1.8	COG0544	Trigger factor
EFNKBEDD_04978	CDS	690	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
EFNKBEDD_04979	CDS	1365	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
EFNKBEDD_04980	CDS	849			COG0596	putative protein
EFNKBEDD_04981	CDS	1422				hypothetical protein
EFNKBEDD_04982	CDS	2025				hypothetical protein
EFNKBEDD_04983	CDS	324				hypothetical protein
EFNKBEDD_04984	CDS	795				hypothetical protein
EFNKBEDD_04985	CDS	906	folP_2	2.5.1.15		Dihydropteroate synthase
EFNKBEDD_04986	CDS	720	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EFNKBEDD_04987	CDS	906	folP_3	2.5.1.15		Dihydropteroate synthase
EFNKBEDD_04988	CDS	474				hypothetical protein
EFNKBEDD_04989	CDS	1221	dapL_3	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
EFNKBEDD_04990	CDS	696				hypothetical protein
EFNKBEDD_04991	CDS	891	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
EFNKBEDD_04992	CDS	1608	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
EFNKBEDD_04993	CDS	3186				hypothetical protein
EFNKBEDD_04994	CDS	2733	rcsC_85	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_04995	CDS	441				hypothetical protein
EFNKBEDD_04996	CDS	540				hypothetical protein
EFNKBEDD_04997	CDS	795				hypothetical protein
EFNKBEDD_04998	CDS	3228	rcsC_86	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_04999	CDS	654				hypothetical protein
EFNKBEDD_05000	CDS	723	pgl	3.1.1.31		6-phosphogluconolactonase
EFNKBEDD_05001	CDS	675				hypothetical protein
EFNKBEDD_05002	CDS	408				hypothetical protein
EFNKBEDD_05003	CDS	429				hypothetical protein
EFNKBEDD_05004	CDS	750				hypothetical protein
EFNKBEDD_05005	CDS	351				hypothetical protein
EFNKBEDD_05006	CDS	354				hypothetical protein
EFNKBEDD_05007	CDS	831	birA	6.3.4.15		Bifunctional ligase/repressor BirA
EFNKBEDD_05008	CDS	1500				hypothetical protein
EFNKBEDD_05009	CDS	675	ribE	2.5.1.9		Riboflavin synthase
EFNKBEDD_05010	CDS	507			COG1259	putative protein
EFNKBEDD_05011	CDS	1128				hypothetical protein
EFNKBEDD_05012	CDS	891				hypothetical protein
EFNKBEDD_05013	CDS	1284				hypothetical protein
EFNKBEDD_05014	CDS	183				hypothetical protein
EFNKBEDD_05015	CDS	186				hypothetical protein
EFNKBEDD_05016	CDS	1155	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
EFNKBEDD_05017	tRNA	84				tRNA-Leu(cag)
EFNKBEDD_05018	CDS	576				hypothetical protein
EFNKBEDD_05019	CDS	216				hypothetical protein
EFNKBEDD_05020	CDS	225				hypothetical protein
EFNKBEDD_05021	CDS	492				hypothetical protein
EFNKBEDD_05022	CDS	1137				hypothetical protein
EFNKBEDD_05023	CDS	288				hypothetical protein
EFNKBEDD_05024	CDS	714				hypothetical protein
EFNKBEDD_05025	CDS	558				hypothetical protein
EFNKBEDD_05026	CDS	399				hypothetical protein
EFNKBEDD_05027	CDS	528				hypothetical protein
EFNKBEDD_05028	CDS	600				hypothetical protein
EFNKBEDD_05029	CDS	207				hypothetical protein
EFNKBEDD_05030	CDS	207				hypothetical protein
EFNKBEDD_05031	CDS	891				hypothetical protein
EFNKBEDD_05032	CDS	258				hypothetical protein
EFNKBEDD_05033	CDS	1329				hypothetical protein
EFNKBEDD_05034	CDS	276				hypothetical protein
EFNKBEDD_05035	CDS	723				hypothetical protein
EFNKBEDD_05036	CDS	501				hypothetical protein
EFNKBEDD_05037	CDS	756				hypothetical protein
EFNKBEDD_05038	CDS	297				hypothetical protein
EFNKBEDD_05039	CDS	438				hypothetical protein
EFNKBEDD_05040	CDS	339				hypothetical protein
EFNKBEDD_05041	CDS	1692				hypothetical protein
EFNKBEDD_05042	CDS	897				hypothetical protein
EFNKBEDD_05043	CDS	444				hypothetical protein
EFNKBEDD_05044	CDS	1089				hypothetical protein
EFNKBEDD_05045	CDS	858				hypothetical protein
EFNKBEDD_05046	CDS	2433				hypothetical protein
EFNKBEDD_05047	CDS	222				hypothetical protein
EFNKBEDD_05048	CDS	576				hypothetical protein
EFNKBEDD_05049	CDS	1587				hypothetical protein
EFNKBEDD_05050	CDS	228	secE			Protein translocase subunit SecE
EFNKBEDD_05051	CDS	633	nusG			Transcription termination/antitermination protein NusG
EFNKBEDD_05052	CDS	426	rplK		COG0080	50S ribosomal protein L11
EFNKBEDD_05053	CDS	717	rplA			50S ribosomal protein L1
EFNKBEDD_05054	CDS	549	rplJ			50S ribosomal protein L10
EFNKBEDD_05055	CDS	393	rplL			50S ribosomal protein L7/L12
EFNKBEDD_05056	CDS	597				hypothetical protein
EFNKBEDD_05057	CDS	582				hypothetical protein
EFNKBEDD_05058	CDS	1284	sasA_32	2.7.-.-		Adaptive-response sensory-kinase SasA
EFNKBEDD_05059	CDS	357				hypothetical protein
EFNKBEDD_05060	CDS	555				hypothetical protein
EFNKBEDD_05061	CDS	996	thiL_1	2.7.4.16	COG0611	Thiamine-monophosphate kinase
EFNKBEDD_05062	CDS	1101				hypothetical protein
EFNKBEDD_05063	CDS	1110	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
EFNKBEDD_05064	CDS	537				hypothetical protein
EFNKBEDD_05065	CDS	411				hypothetical protein
EFNKBEDD_05066	CDS	1119	ndhA	7.1.1.-	COG1005	NAD(P)H-quinone oxidoreductase subunit 1
EFNKBEDD_05067	CDS	597	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I
EFNKBEDD_05068	CDS	612				hypothetical protein
EFNKBEDD_05069	CDS	312	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
EFNKBEDD_05070	CDS	924	nadK_2	2.7.1.23		NAD kinase
EFNKBEDD_05071	CDS	612				hypothetical protein
EFNKBEDD_05072	CDS	1317				hypothetical protein
EFNKBEDD_05073	CDS	297				hypothetical protein
EFNKBEDD_05074	CDS	990				hypothetical protein
EFNKBEDD_05075	CDS	1650				hypothetical protein
EFNKBEDD_05076	CDS	810				hypothetical protein
EFNKBEDD_05077	CDS	822				hypothetical protein
EFNKBEDD_05078	CDS	1023	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
EFNKBEDD_05079	CDS	903	lip1	3.1.1.3		Lipase 1
EFNKBEDD_05080	CDS	144				hypothetical protein
EFNKBEDD_05081	CDS	885				hypothetical protein
EFNKBEDD_05082	CDS	666				hypothetical protein
EFNKBEDD_05083	CDS	690				hypothetical protein
EFNKBEDD_05084	CDS	1371				hypothetical protein
EFNKBEDD_05085	CDS	1341	lptD			LPS-assembly protein LptD
EFNKBEDD_05086	CDS	759	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
EFNKBEDD_05087	CDS	456				hypothetical protein
EFNKBEDD_05088	CDS	1380	mnmE_2	3.6.-.-	COG0486	tRNA modification GTPase MnmE
EFNKBEDD_05089	CDS	678				hypothetical protein
EFNKBEDD_05090	CDS	339				hypothetical protein
EFNKBEDD_05091	CDS	1416	menE_3	6.2.1.26		2-succinylbenzoate--CoA ligase
EFNKBEDD_05092	CDS	561				hypothetical protein
EFNKBEDD_05093	CDS	690	clpP_3	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
EFNKBEDD_05094	CDS	597	clpP_4	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
EFNKBEDD_05095	CDS	621	dnaJ_8			Chaperone protein DnaJ
EFNKBEDD_05096	CDS	1041	kefC_2			Glutathione-regulated potassium-efflux system protein KefC
EFNKBEDD_05097	CDS	780	cbbY_2	3.1.3.-	COG0637	Protein CbbY
EFNKBEDD_05098	CDS	1788	spoVD		COG0768	Stage V sporulation protein D
EFNKBEDD_05099	CDS	201				hypothetical protein
EFNKBEDD_05100	CDS	1317	sasA_33	2.7.-.-		Adaptive-response sensory-kinase SasA
EFNKBEDD_05101	CDS	600				hypothetical protein
EFNKBEDD_05102	CDS	1173	haeIIIM	2.1.1.37		Modification methylase HaeIII
EFNKBEDD_05103	CDS	795				hypothetical protein
EFNKBEDD_05104	CDS	2529				hypothetical protein
EFNKBEDD_05105	CDS	210				hypothetical protein
EFNKBEDD_05106	CDS	438		2.3.1.-		Acetyltransferase
EFNKBEDD_05107	CDS	1074				hypothetical protein
EFNKBEDD_05108	CDS	507				hypothetical protein
EFNKBEDD_05109	CDS	849				hypothetical protein
EFNKBEDD_05110	CDS	387				hypothetical protein
EFNKBEDD_05111	CDS	792	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
EFNKBEDD_05112	CDS	648	lnrK		COG2197	Transcriptional regulatory protein LnrK
EFNKBEDD_05113	CDS	1911	pknD_30	2.7.11.1		Serine/threonine-protein kinase PknD
EFNKBEDD_05114	CDS	720				hypothetical protein
EFNKBEDD_05115	CDS	324				hypothetical protein
EFNKBEDD_05116	CDS	1239				hypothetical protein
EFNKBEDD_05117	CDS	390				hypothetical protein
EFNKBEDD_05118	CDS	903	hslO			33 kDa chaperonin
EFNKBEDD_05119	CDS	1224				hypothetical protein
EFNKBEDD_05120	CDS	168				hypothetical protein
EFNKBEDD_05121	CDS	672				hypothetical protein
EFNKBEDD_05122	CDS	2046	fusA_1		COG0480	Elongation factor G
EFNKBEDD_05123	CDS	789	map_2	3.4.11.18	COG0024	Methionine aminopeptidase
EFNKBEDD_05124	CDS	558				hypothetical protein
EFNKBEDD_05125	CDS	396				hypothetical protein
EFNKBEDD_05126	CDS	447	psbC_2			Photosystem II CP43 reaction center protein
EFNKBEDD_05127	CDS	453	psbC_3			Photosystem II CP43 reaction center protein
EFNKBEDD_05128	CDS	1032	psbC_4			Photosystem II CP43 reaction center protein
EFNKBEDD_05129	CDS	1548	psbC_5			Photosystem II CP43 reaction center protein
EFNKBEDD_05130	CDS	714	cpcG_2			Phycobilisome rod-core linker polypeptide CpcG
EFNKBEDD_05131	CDS	303				hypothetical protein
EFNKBEDD_05132	CDS	156				hypothetical protein
EFNKBEDD_05133	CDS	888	dhmA2	3.8.1.5		Haloalkane dehalogenase 2
EFNKBEDD_05134	CDS	726				hypothetical protein
EFNKBEDD_05135	CDS	531				hypothetical protein
EFNKBEDD_05136	tRNA	74				tRNA-Pro(tgg)
EFNKBEDD_05137	CDS	279				hypothetical protein
EFNKBEDD_05138	CDS	1416				hypothetical protein
EFNKBEDD_05139	CDS	1452	smc_8			Chromosome partition protein Smc
EFNKBEDD_05140	CDS	243				hypothetical protein
EFNKBEDD_05141	CDS	396				hypothetical protein
EFNKBEDD_05142	CDS	2784	sasA_34	2.7.-.-		Adaptive-response sensory-kinase SasA
EFNKBEDD_05143	CDS	375				hypothetical protein
EFNKBEDD_05144	CDS	1041				hypothetical protein
EFNKBEDD_05145	CDS	399				hypothetical protein
EFNKBEDD_05146	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_05147	CDS	840	COQ3_9	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
EFNKBEDD_05148	CDS	1347				hypothetical protein
EFNKBEDD_05149	CDS	1758				hypothetical protein
EFNKBEDD_05150	CDS	651				hypothetical protein
EFNKBEDD_05151	CDS	1164	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
EFNKBEDD_05152	CDS	999	glcK_2	2.7.1.2	COG1940	Glucokinase
EFNKBEDD_05153	CDS	519	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
EFNKBEDD_05154	CDS	1557				hypothetical protein
EFNKBEDD_05155	CDS	726				hypothetical protein
EFNKBEDD_05156	CDS	1113	ispH	1.17.7.4		4-hydroxy-3-methylbut-2-enyl diphosphate reductase
EFNKBEDD_05157	CDS	1413				hypothetical protein
EFNKBEDD_05158	CDS	249				hypothetical protein
EFNKBEDD_05159	CDS	1257		2.7.7.-		CC-adding tRNA nucleotidyltransferase
EFNKBEDD_05160	CDS	1839	sasA_35	2.7.-.-		Adaptive-response sensory-kinase SasA
EFNKBEDD_05161	CDS	1944				hypothetical protein
EFNKBEDD_05162	CDS	426				hypothetical protein
EFNKBEDD_05163	CDS	387				hypothetical protein
EFNKBEDD_05164	CDS	708	vte5	2.7.1.182		Phytol kinase
EFNKBEDD_05165	CDS	576				hypothetical protein
EFNKBEDD_05166	CDS	882				hypothetical protein
EFNKBEDD_05167	CDS	363				hypothetical protein
EFNKBEDD_05168	CDS	846				hypothetical protein
EFNKBEDD_05169	CDS	618				hypothetical protein
EFNKBEDD_05170	CDS	693				hypothetical protein
EFNKBEDD_05171	CDS	1626	gsiA_2	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
EFNKBEDD_05172	CDS	870				hypothetical protein
EFNKBEDD_05173	CDS	819				hypothetical protein
EFNKBEDD_05174	CDS	147				hypothetical protein
EFNKBEDD_05175	CDS	1149	mshA_18	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
EFNKBEDD_05176	CDS	1281	czcO	1.-.-.-	COG2072	putative oxidoreductase CzcO
EFNKBEDD_05177	CDS	1455				hypothetical protein
EFNKBEDD_05178	CDS	564				hypothetical protein
EFNKBEDD_05179	CDS	282				hypothetical protein
EFNKBEDD_05180	CDS	483				hypothetical protein
EFNKBEDD_05181	CDS	1035	nitA	3.5.5.7		Aliphatic nitrilase
EFNKBEDD_05182	CDS	1092	bciD	1.17.98.2		Bacteriochlorophyllide c C-7(1)-hydroxylase
